,art_no,art_name,hierarchy_level2_desc,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
1681,4,500g Speciality Pasta,Extras,Dough,2019-05-09,58,277.0,183,0,1.46,-0.0
1457,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-09,47,199.0,108,0,3.49,-0.0
1791,16,500g Spaghetti,Extras,Dough,2019-05-09,58,555.0,258,0,1.76,-0.01
292,6,80g Bio Pepper Whole,Spices,Spices II,2019-05-09,32,56.0,50,0,3.87,-0.01
1607,15,500g Penne,Extras,Dough,2019-05-09,48,377.0,190,0,1.77,-0.0
2089,19,190g Chilli Flakes,Spices,Spices I,2019-05-09,20,27.0,23,0,6.79,0.0
2379,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-09,54,321.0,148,0,1.33,-0.03
43,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-09,21,62.0,27,0,0.89,-0.0
742,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-09,39,101.0,70,0,1.39,-0.0
2516,22,500g Pasta Rigate,Extras,Dough,2019-05-09,32,231.0,137,0,2.87,-0.02
2104,8,40g Chilli Pepper,Spices,Spices I,2019-05-09,4,4.0,4,0,2.49,0.0
624,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-05-09,46,365.0,105,0,0.46,0.0
953,21,80g Granulated Onion,Spices,Spices II,2019-05-09,42,99.0,90,0,2.88,-0.01
1140,12,45g Pasta,Spices,Spices II,2019-05-09,3,5.0,4,0,3.99,0.0
644,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-09,30,56.0,41,0,15.99,0.0
1203,5,30g Bio Savoury Spices,Spices,Spices II,2019-05-09,15,16.0,16,0,2.72,0.0
2234,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-09,2,2.0,2,1,4.19,0.0
907,24,1kg Gnocchi,Extras,Dough,2019-05-09,27,93.0,66,0,2.99,-0.0
2460,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-05-09,21,87.0,31,0,0.82,-0.01
119,13,500g Indian Curry,Spices,Spices I,2019-05-09,62,129.0,118,0,6.7,-0.02
1469,11,200g Green Pepper,Spices,Spices I,2019-05-16,27,36.0,32,0,13.47,-0.02
492,9,Spiced Salt for Meat,Spices,Spices I,2019-05-16,7,8.0,8,0,6.99,0.0
2438,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-05-16,22,87.0,32,0,0.81,-0.0
733,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-16,23,51.0,42,0,15.98,-0.01
1107,12,45g Pasta,Spices,Spices II,2019-05-16,3,7.0,7,0,3.99,0.0
1952,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-16,43,170.0,92,0,1.91,-0.07
299,6,80g Bio Pepper Whole,Spices,Spices II,2019-05-16,28,57.0,53,0,3.88,-0.0
567,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-05-16,23,112.0,29,0,0.78,0.0
1669,15,500g Penne,Extras,Dough,2019-05-16,56,346.0,177,0,1.77,-0.0
2155,8,40g Chilli Pepper,Spices,Spices I,2019-05-16,2,2.0,2,0,2.49,0.0
916,24,1kg Gnocchi,Extras,Dough,2019-05-16,28,108.0,60,0,2.99,-0.0
0,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-16,16,46.0,23,0,0.88,-0.01
1348,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-05-16,19,51.0,27,0,0.89,0.0
1722,4,500g Speciality Pasta,Extras,Dough,2019-05-16,58,351.0,173,0,1.46,-0.0
2235,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-16,5,10.0,7,0,4.19,0.0
2321,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-16,52,279.0,159,0,1.36,-0.0
1235,5,30g Bio Savoury Spices,Spices,Spices II,2019-05-16,13,15.0,15,0,2.72,0.0
2610,22,500g Pasta Rigate,Extras,Dough,2019-05-16,31,221.0,120,0,2.88,-0.01
150,13,500g Indian Curry,Spices,Spices I,2019-05-16,53,115.0,104,0,6.76,-0.0
769,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-16,42,120.0,80,0,1.39,-0.0
1018,21,80g Granulated Onion,Spices,Spices II,2019-05-16,35,76.0,68,0,2.88,-0.01
387,7,30g Bio Thyme,Spices,Spices II,2019-05-16,26,29.0,29,0,2.91,0.0
1828,16,500g Spaghetti,Extras,Dough,2019-05-16,53,617.0,219,0,1.76,-0.01
1400,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-16,53,193.0,121,0,3.49,0.0
2052,19,190g Chilli Flakes,Spices,Spices I,2019-05-16,20,33.0,28,0,6.79,0.0
693,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-23,23,42.0,37,0,15.98,-0.01
133,13,500g Indian Curry,Spices,Spices I,2019-05-23,68,185.0,160,0,6.07,-0.67
1678,4,500g Speciality Pasta,Extras,Dough,2019-05-23,59,403.0,248,0,1.46,-0.0
83,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-23,17,100.0,21,0,0.89,-0.0
1436,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-23,63,264.0,150,0,3.48,-0.01
2238,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-23,3,6.0,5,0,4.19,0.0
1065,12,45g Pasta,Spices,Spices II,2019-05-23,2,2.0,2,0,3.99,0.0
1848,16,500g Spaghetti,Extras,Dough,2019-05-23,60,711.0,330,0,1.76,-0.01
1002,21,80g Granulated Onion,Spices,Spices II,2019-05-23,51,171.0,163,0,2.6,-0.29
1907,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-23,46,212.0,105,0,1.93,-0.05
2315,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-23,56,329.0,168,0,1.36,-0.0
482,9,Spiced Salt for Meat,Spices,Spices I,2019-05-23,10,12.0,10,0,6.29,-0.7
1640,15,500g Penne,Extras,Dough,2019-05-23,54,354.0,203,0,1.76,-0.01
1270,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-05-23,22,70.0,31,0,0.89,-0.0
214,6,80g Bio Pepper Whole,Spices,Spices II,2019-05-23,40,86.0,78,0,3.87,-0.01
1248,5,30g Bio Savoury Spices,Spices,Spices II,2019-05-23,14,20.0,20,0,2.71,-0.01
1529,11,200g Green Pepper,Spices,Spices I,2019-05-23,29,52.0,42,0,12.13,-1.36
2177,8,40g Chilli Pepper,Spices,Spices I,2019-05-23,3,5.0,5,0,2.49,0.0
888,24,1kg Gnocchi,Extras,Dough,2019-05-23,29,91.0,67,0,2.98,-0.01
2611,22,500g Pasta Rigate,Extras,Dough,2019-05-23,33,219.0,134,0,2.86,-0.03
416,7,30g Bio Thyme,Spices,Spices II,2019-05-23,28,51.0,50,0,2.9,-0.01
735,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-23,46,134.0,93,0,1.39,-0.0
616,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-05-23,43,317.0,95,0,0.46,0.0
2459,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-05-23,25,102.0,40,0,0.81,-0.01
2029,19,190g Chilli Flakes,Spices,Spices I,2019-05-23,21,37.0,31,0,6.79,0.0
1414,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-30,43,126.0,75,0,3.46,-0.03
680,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-30,23,47.0,37,0,15.97,-0.02
2408,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-30,48,167.0,105,0,1.35,-0.01
930,24,1kg Gnocchi,Extras,Dough,2019-05-30,24,73.0,46,0,2.99,-0.0
1981,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-30,39,145.0,81,0,1.96,-0.01
2093,19,190g Chilli Flakes,Spices,Spices I,2019-05-30,16,22.0,19,0,6.79,0.0
434,9,Spiced Salt for Meat,Spices,Spices I,2019-05-30,10,11.0,11,0,6.29,-0.7
2580,22,500g Pasta Rigate,Extras,Dough,2019-05-30,33,175.0,117,0,2.88,-0.01
1564,11,200g Green Pepper,Spices,Spices I,2019-05-30,23,44.0,37,0,12.02,-1.47
1120,12,45g Pasta,Spices,Spices II,2019-05-30,2,5.0,5,0,3.99,0.0
2229,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-30,3,4.0,4,0,3.6,-0.59
52,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-05-30,17,52.0,19,0,0.89,-0.0
1655,15,500g Penne,Extras,Dough,2019-05-30,46,221.0,144,0,1.76,-0.01
2449,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-05-30,20,56.0,20,0,0.82,-0.0
2196,8,40g Chilli Pepper,Spices,Spices I,2019-05-30,3,3.0,3,0,2.49,0.0
1325,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-05-30,20,53.0,27,0,0.88,-0.01
207,13,500g Indian Curry,Spices,Spices I,2019-05-30,57,128.0,113,0,6.06,-0.67
290,6,80g Bio Pepper Whole,Spices,Spices II,2019-05-30,25,43.0,40,0,3.87,-0.01
1151,5,30g Bio Savoury Spices,Spices,Spices II,2019-05-30,9,10.0,10,1,2.69,-0.03
321,7,30g Bio Thyme,Spices,Spices II,2019-05-30,25,38.0,38,0,2.91,-0.0
1873,16,500g Spaghetti,Extras,Dough,2019-05-30,55,450.0,235,0,1.76,-0.01
789,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-05-30,39,101.0,64,0,1.38,-0.01
1700,4,500g Speciality Pasta,Extras,Dough,2019-05-30,60,310.0,213,0,1.45,-0.01
607,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-05-30,40,236.0,66,0,0.46,0.0
962,21,80g Granulated Onion,Spices,Spices II,2019-05-30,43,104.0,100,0,2.6,-0.29
794,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-06,42,125.0,81,0,1.39,-0.0
695,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-06,28,45.0,40,0,15.79,-0.2
458,9,Spiced Salt for Meat,Spices,Spices I,2019-06-06,11,11.0,11,0,6.99,0.0
2320,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-06,48,234.0,137,0,1.36,-0.0
22,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-06,23,68.0,31,0,0.88,-0.01
2536,22,500g Pasta Rigate,Extras,Dough,2019-06-06,28,204.0,126,0,2.86,-0.03
1718,4,500g Speciality Pasta,Extras,Dough,2019-06-06,65,2309.0,1254,0,0.63,0.0
1629,15,500g Penne,Extras,Dough,2019-06-06,60,2779.0,1215,0,0.63,0.0
1467,11,200g Green Pepper,Spices,Spices I,2019-06-06,30,46.0,40,0,13.17,-0.32
904,24,1kg Gnocchi,Extras,Dough,2019-06-06,32,90.0,61,0,2.98,-0.01
370,7,30g Bio Thyme,Spices,Spices II,2019-06-06,38,64.0,62,0,2.91,-0.0
2503,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-06-06,21,68.0,26,0,0.81,-0.0
1230,5,30g Bio Savoury Spices,Spices,Spices II,2019-06-06,12,15.0,14,0,2.7,-0.02
229,6,80g Bio Pepper Whole,Spices,Spices II,2019-06-06,38,79.0,76,0,3.86,-0.02
1090,12,45g Pasta,Spices,Spices II,2019-06-06,3,3.0,3,0,3.99,0.0
1263,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-06-06,20,48.0,25,0,0.89,-0.0
167,13,500g Indian Curry,Spices,Spices I,2019-06-06,59,135.0,116,0,6.65,-0.03
545,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-06-06,29,103.0,35,0,0.79,-0.01
2153,8,40g Chilli Pepper,Spices,Spices I,2019-06-06,1,1.0,1,1,2.49,0.0
2250,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-06,5,10.0,7,0,4.19,0.0
2000,19,190g Chilli Flakes,Spices,Spices I,2019-06-06,14,20.0,17,0,6.79,0.0
1379,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-06,44,168.0,102,0,3.48,-0.01
1882,16,500g Spaghetti,Extras,Dough,2019-06-06,61,4401.0,1388,0,0.62,0.0
1017,21,80g Granulated Onion,Spices,Spices II,2019-06-06,49,130.0,127,0,2.88,-0.01
1966,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-06,49,203.0,107,0,1.97,-0.0
1139,12,45g Pasta,Spices,Spices II,2019-06-13,2,5.0,5,0,3.99,0.0
2085,19,190g Chilli Flakes,Spices,Spices I,2019-06-13,18,21.0,21,0,6.57,-0.22
1685,4,500g Speciality Pasta,Extras,Dough,2019-06-13,59,360.0,230,0,1.46,-0.01
470,9,Spiced Salt for Meat,Spices,Spices I,2019-06-13,5,5.0,5,0,6.99,0.0
282,6,80g Bio Pepper Whole,Spices,Spices II,2019-06-13,37,63.0,61,0,3.88,0.0
1447,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-13,54,180.0,99,0,3.49,-0.0
526,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-06-13,22,69.0,25,0,0.8,0.0
830,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-13,40,118.0,82,0,1.39,-0.0
1041,21,80g Granulated Onion,Spices,Spices II,2019-06-13,47,130.0,119,0,2.89,-0.0
1301,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-06-13,26,47.0,28,0,0.88,-0.01
19,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-13,12,27.0,12,1,0.89,0.0
2364,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-13,51,327.0,132,0,1.36,-0.0
927,24,1kg Gnocchi,Extras,Dough,2019-06-13,25,107.0,56,0,2.97,-0.02
2293,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-13,4,5.0,5,0,4.02,-0.17
2599,22,500g Pasta Rigate,Extras,Dough,2019-06-13,35,176.0,132,0,2.88,-0.01
1944,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-13,36,135.0,78,0,1.97,-0.02
2482,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-06-13,36,163.0,59,0,0.45,-0.01
1830,16,500g Spaghetti,Extras,Dough,2019-06-13,53,503.0,242,0,1.75,-0.02
206,13,500g Indian Curry,Spices,Spices I,2019-06-13,64,137.0,119,0,6.81,0.0
1502,11,200g Green Pepper,Spices,Spices I,2019-06-13,29,50.0,42,0,13.49,0.0
670,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-13,27,55.0,39,0,15.98,-0.01
413,7,30g Bio Thyme,Spices,Spices II,2019-06-13,32,56.0,47,0,2.91,0.0
2145,8,40g Chilli Pepper,Spices,Spices I,2019-06-13,2,6.0,4,0,2.49,0.0
1580,15,500g Penne,Extras,Dough,2019-06-13,53,776.0,173,0,1.64,-0.13
1180,5,30g Bio Savoury Spices,Spices,Spices II,2019-06-13,13,15.0,14,0,2.72,0.0
2543,22,500g Pasta Rigate,Extras,Dough,2019-06-20,29,209.0,114,0,2.88,-0.01
688,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-20,18,32.0,22,0,15.99,0.0
1647,15,500g Penne,Extras,Dough,2019-06-20,50,406.0,154,0,1.34,-0.0
553,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-06-20,23,82.0,30,0,0.8,-0.0
1322,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-06-20,23,51.0,25,0,0.89,-0.0
1901,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-20,36,132.0,70,0,1.94,-0.0
2169,8,40g Chilli Pepper,Spices,Spices I,2019-06-20,2,2.0,2,0,2.49,0.0
1000,21,80g Granulated Onion,Spices,Spices II,2019-06-20,40,95.0,89,0,2.89,-0.0
226,6,80g Bio Pepper Whole,Spices,Spices II,2019-06-20,31,60.0,56,0,3.87,-0.01
2046,19,190g Chilli Flakes,Spices,Spices I,2019-06-20,18,30.0,25,0,6.11,-0.68
346,7,30g Bio Thyme,Spices,Spices II,2019-06-20,30,49.0,48,0,2.91,-0.0
102,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-20,8,17.0,9,1,0.89,0.0
2285,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-20,5,6.0,6,0,3.77,-0.42
1108,12,45g Pasta,Spices,Spices II,2019-06-20,2,2.0,2,0,3.99,0.0
513,9,Spiced Salt for Meat,Spices,Spices I,2019-06-20,5,5.0,5,0,6.99,0.0
2407,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-20,48,216.0,108,0,1.36,-0.0
1380,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-20,46,163.0,88,0,3.48,-0.01
1208,5,30g Bio Savoury Spices,Spices,Spices II,2019-06-20,16,21.0,19,0,2.72,0.0
1561,11,200g Green Pepper,Spices,Spices I,2019-06-20,27,36.0,32,0,13.36,-0.12
748,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-20,36,93.0,67,0,1.39,-0.0
2420,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-06-20,20,80.0,24,0,0.66,-0.16
841,24,1kg Gnocchi,Extras,Dough,2019-06-20,23,79.0,51,0,2.99,-0.0
1876,16,500g Spaghetti,Extras,Dough,2019-06-20,54,463.0,211,0,1.77,-0.0
108,13,500g Indian Curry,Spices,Spices I,2019-06-20,68,147.0,130,0,6.72,-0.0
1753,4,500g Speciality Pasta,Extras,Dough,2019-06-20,61,405.0,283,0,1.46,-0.01
2030,19,190g Chilli Flakes,Spices,Spices I,2019-06-27,28,41.0,38,0,6.11,-0.68
1590,15,500g Penne,Extras,Dough,2019-06-27,52,203.0,124,0,1.76,-0.01
2540,22,500g Pasta Rigate,Extras,Dough,2019-06-27,30,176.0,97,0,2.87,-0.02
798,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-27,44,149.0,79,0,1.39,-0.0
1538,11,200g Green Pepper,Spices,Spices I,2019-06-27,20,30.0,26,0,13.49,0.0
1268,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-06-27,19,38.0,23,0,0.88,-0.01
1965,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-27,35,142.0,59,0,1.93,-0.04
598,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-06-27,19,68.0,24,0,0.78,-0.0
1175,5,30g Bio Savoury Spices,Spices,Spices II,2019-06-27,12,13.0,13,0,2.72,0.0
1381,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-27,52,187.0,94,0,3.38,-0.11
2302,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-27,6,7.0,7,0,3.77,-0.42
2371,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-06-27,48,202.0,112,0,1.35,-0.01
1030,21,80g Granulated Onion,Spices,Spices II,2019-06-27,46,120.0,109,0,2.88,-0.01
711,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-27,14,28.0,25,0,15.98,-0.01
336,7,30g Bio Thyme,Spices,Spices II,2019-06-27,27,41.0,40,0,2.91,0.0
504,9,Spiced Salt for Meat,Spices,Spices I,2019-06-27,8,8.0,8,0,6.8,-0.19
281,6,80g Bio Pepper Whole,Spices,Spices II,2019-06-27,30,60.0,52,0,3.88,-0.0
922,24,1kg Gnocchi,Extras,Dough,2019-06-27,28,93.0,60,0,2.99,-0.0
1713,4,500g Speciality Pasta,Extras,Dough,2019-06-27,60,518.0,319,0,1.45,-0.01
2431,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-06-27,18,60.0,22,0,0.81,-0.01
1874,16,500g Spaghetti,Extras,Dough,2019-06-27,55,414.0,212,0,1.75,-0.02
2152,8,40g Chilli Pepper,Spices,Spices I,2019-06-27,2,2.0,2,0,2.49,0.0
1129,12,45g Pasta,Spices,Spices II,2019-06-27,3,7.0,7,0,3.96,-0.03
62,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-06-27,13,26.0,16,1,0.89,0.0
187,13,500g Indian Curry,Spices,Spices I,2019-06-27,68,143.0,124,0,6.7,-0.04
1087,12,45g Pasta,Spices,Spices II,2019-07-04,6,9.0,7,0,3.99,0.0
1329,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-07-04,16,48.0,20,0,0.89,-0.0
506,9,Spiced Salt for Meat,Spices,Spices I,2019-07-04,3,5.0,3,1,6.99,0.0
543,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-07-04,35,262.0,60,0,0.46,0.0
641,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-07-04,28,52.0,43,0,15.74,-0.25
1242,5,30g Bio Savoury Spices,Spices,Spices II,2019-07-04,15,16.0,16,0,2.69,-0.03
1501,11,200g Green Pepper,Spices,Spices I,2019-07-04,28,53.0,46,0,13.44,-0.05
984,21,80g Granulated Onion,Spices,Spices II,2019-07-04,39,97.0,92,0,2.86,-0.03
848,24,1kg Gnocchi,Extras,Dough,2019-07-04,26,94.0,62,0,2.97,-0.02
1451,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-04,51,183.0,92,0,3.47,-0.02
787,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-04,35,122.0,71,0,1.38,-0.01
1834,16,500g Spaghetti,Extras,Dough,2019-07-04,53,455.0,229,0,1.75,-0.02
1645,15,500g Penne,Extras,Dough,2019-07-04,51,362.0,153,0,1.42,-0.13
272,6,80g Bio Pepper Whole,Spices,Spices II,2019-07-04,40,66.0,63,0,3.85,-0.03
2342,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-04,48,247.0,140,0,1.32,-0.04
2417,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-07-04,22,74.0,28,0,0.81,-0.01
1735,4,500g Speciality Pasta,Extras,Dough,2019-07-04,56,416.0,268,0,1.45,-0.02
371,7,30g Bio Thyme,Spices,Spices II,2019-07-04,22,30.0,29,0,2.89,-0.02
1905,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-04,29,154.0,59,0,1.79,-0.18
2111,8,40g Chilli Pepper,Spices,Spices I,2019-07-04,3,6.0,5,0,2.49,0.0
2263,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-04,3,3.0,3,0,4.11,-0.08
2094,19,190g Chilli Flakes,Spices,Spices I,2019-07-04,20,29.0,25,0,6.79,0.0
2570,22,500g Pasta Rigate,Extras,Dough,2019-07-04,29,199.0,117,0,2.84,-0.05
179,13,500g Indian Curry,Spices,Spices I,2019-07-04,65,171.0,148,0,6.72,-0.01
50,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-07-04,14,35.0,16,0,0.87,-0.02
1476,11,200g Green Pepper,Spices,Spices I,2019-07-11,28,56.0,42,0,13.49,0.0
537,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-07-11,31,113.0,40,0,0.81,-0.0
1207,5,30g Bio Savoury Spices,Spices,Spices II,2019-07-11,15,19.0,18,0,2.7,-0.02
251,6,80g Bio Pepper Whole,Spices,Spices II,2019-07-11,39,74.0,70,0,3.88,-0.0
1747,4,500g Speciality Pasta,Extras,Dough,2019-07-11,59,459.0,304,0,1.46,-0.01
2221,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-11,3,3.0,3,0,4.11,-0.08
1097,12,45g Pasta,Spices,Spices II,2019-07-11,5,6.0,6,0,3.99,0.0
967,21,80g Granulated Onion,Spices,Spices II,2019-07-11,48,129.0,125,0,2.89,-0.0
110,13,500g Indian Curry,Spices,Spices I,2019-07-11,63,134.0,116,0,6.66,-0.01
1671,15,500g Penne,Extras,Dough,2019-07-11,50,221.0,145,0,1.77,-0.0
1994,19,190g Chilli Flakes,Spices,Spices I,2019-07-11,24,38.0,34,0,6.78,-0.01
2411,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-07-11,27,88.0,39,0,0.62,-0.19
822,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-11,48,151.0,95,0,1.39,-0.0
1816,16,500g Spaghetti,Extras,Dough,2019-07-11,55,483.0,247,0,1.77,-0.0
2549,22,500g Pasta Rigate,Extras,Dough,2019-07-11,34,209.0,147,0,2.88,-0.01
317,7,30g Bio Thyme,Spices,Spices II,2019-07-11,32,50.0,50,0,2.9,-0.01
2404,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-11,50,227.0,131,0,1.36,0.0
1297,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-07-11,15,40.0,17,0,0.89,0.0
468,9,Spiced Salt for Meat,Spices,Spices I,2019-07-11,7,10.0,9,0,6.84,-0.15
2142,8,40g Chilli Pepper,Spices,Spices I,2019-07-11,2,3.0,3,0,2.49,0.0
66,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-07-11,17,37.0,18,0,0.89,-0.0
1391,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-11,50,163.0,90,0,3.48,-0.01
724,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-07-11,26,54.0,43,0,15.98,-0.01
1989,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-11,39,134.0,74,0,1.76,-0.23
900,24,1kg Gnocchi,Extras,Dough,2019-07-11,24,111.0,69,0,2.99,0.0
1212,5,30g Bio Savoury Spices,Spices,Spices II,2019-07-18,16,29.0,23,0,2.72,0.0
606,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-07-18,25,78.0,30,0,0.81,0.0
1910,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-18,39,207.0,100,0,1.87,-0.1
379,7,30g Bio Thyme,Spices,Spices II,2019-07-18,20,33.0,32,0,2.9,-0.01
1434,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-07-18,45,140.0,73,0,3.49,-0.0
269,6,80g Bio Pepper Whole,Spices,Spices II,2019-07-18,33,54.0,52,0,3.87,-0.01
1829,16,500g Spaghetti,Extras,Dough,2019-07-18,59,453.0,232,0,1.76,-0.01
